Sr. No.,District Name,Market Committee Name,Purchase Center Name,Storage Capacity in quintals,Type Name,Storage Capacity in tons,active_days,mean_cpns_pd,std
2234,Barnala,Tapa,Puneet rice mills,4500.0,Sheller/ Others,450.0,23.0,3.4347826086956523,1.5322617553657472
2235,Barnala,Barnala,"Bant rice mills, barnala",37500.0,Sheller/ Others,3750.0,14.0,13.928571428571429,6.557019558801506
2236,Barnala,Barnala,"Bansal rice mills, sekha",187500.0,Sheller/ Others,18750.0,13.0,50.0,39.370039370059054
2237,Barnala,Mehal kalan,"B. m. rice mills, mehalkalan",26250.0,Sheller/ Others,2625.0,18.0,12.11111111111111,3.1972210155418126
2238,Barnala,Barnala,"B. a. rice mills, bakhtgarh",15000.0,Sheller/ Others,1500.0,14.0,8.928571428571429,2.1290765681316004
2239,Barnala,Barnala,"B. h. rice mill, barnala",3750.0,Sheller/ Others,375.0,13.0,5.0,0.0
2240,Barnala,Tapa,Bhagwati rice mills,30000.0,Sheller/ Others,3000.0,17.0,10.176470588235293,4.837810637541105
2241,Barnala,Tapa,Mehta rice mill pakho ke,22500.0,Sheller/ Others,2250.0,25.0,5.56,1.6093476939431082
2242,Barnala,Barnala,Mehdipur rice mills,98250.0,Sheller/ Others,9825.0,14.0,26.785714285714285,18.974389911864694
2243,Barnala,Barnala,Modern rice mills,65250.0,Sheller/ Others,6525.0,28.0,23.714285714285715,24.079893476534938
2244,Barnala,Tapa,Mode rice mills,37500.0,Sheller/ Others,3750.0,23.0,11.521739130434783,6.611763382015638
2245,Barnala,Tapa,"Ravindra rice mills, aalike rode, tapa",22500.0,Sheller/ Others,2250.0,20.0,5.3,2.4516374764205
2246,Barnala,Tapa,"Raj rice mills, tajoke rode, tapa",11250.0,Sheller/ Others,1125.0,20.0,5.0,1.2139539573337679
2247,Barnala,Tapa,Raja ram rice mills,45000.0,Sheller/ Others,4500.0,14.0,14.714285714285714,7.384271970036893
2248,Barnala,Dhanola,Rajia agro foods,1500.0,Sheller/ Others,150.0,,,
2249,Barnala,Dhanola,Rajia rice mill,2250.0,Sheller/ Others,225.0,18.0,4.333333333333333,1.2833778958394964
2250,Barnala,Barnala,"Radha gobind rice mill, bhotna",15000.0,Sheller/ Others,1500.0,13.0,8.846153846153847,2.1926450482675732
2251,Barnala,Barnala,"Radha rani rice mill, nagal",15000.0,Sheller/ Others,1500.0,,,
2252,Barnala,Tapa,Radhe krishna rice killer dhurkot,18750.0,Sheller/ Others,1875.0,22.0,7.181818181818182,2.771218807610413
2253,Barnala,Barnala,"Radhe krishna rice mills, dhola",3750.0,Sheller/ Others,375.0,14.0,5.0,0.0
2254,Barnala,Tapa,Rooh khoo rice mills,37500.0,Sheller/ Others,3750.0,18.0,10.666666666666666,7.364461563321995
2255,Barnala,Tapa,"Lacky rice mills, kahneke",11250.0,Sheller/ Others,1125.0,,,
2256,Barnala,Mehal kalan,"Shaktirice mills, bihla",30000.0,Sheller/ Others,3000.0,15.0,10.266666666666667,4.333699618219101
2257,Barnala,Bhadour,"Shaktirice mills, bhador",7500.0,Sheller/ Others,750.0,22.0,4.681818181818182,0.4767312946227962
2258,Barnala,Barnala,"Shanker rice mills, barnala",37500.0,Sheller/ Others,3750.0,14.0,13.928571428571429,5.941565265331839
2259,Barnala,Tapa,"Sharma rice mills, tapa",11250.0,Sheller/ Others,1125.0,8.0,5.0,0.0
2260,Barnala,Tapa,"Shri jagdambe rice mill, tapa",52500.0,Sheller/ Others,5250.0,,,
2261,Barnala,Mehal kalan,"Shri balaji rice mills, mehlkalan",26250.0,Sheller/ Others,2625.0,16.0,10.3125,5.016223679223247
2262,Barnala,Dhanola,"Shivam rice mills, kaleke",52500.0,Sheller/ Others,5250.0,11.0,17.727272727272727,10.09049958219026
2263,Faridkot,Faridkot,Aman rice mill,4500.0,Sheller/ Others,450.0,15.0,10.533333333333333,8.24505623879864
2264,Faridkot,Faridkot,Arora rice and janral mill,7500.0,Sheller/ Others,750.0,21.0,4.380952380952381,1.0712698295103091
2265,Faridkot,Faridkot,Avtar singh and sons,0.0,Sheller/ Others,0.0,4.0,5.0,0.0
2266,Faridkot,Faridkot,Sekhon rice industry,1500.0,Sheller/ Others,150.0,26.0,3.8076923076923075,1.9599843013500042
2267,Faridkot,Faridkot,Shri ganpati agro tack pvt. ltd,3750.0,Sheller/ Others,375.0,25.0,3.68,1.5198684153570658
2268,Faridkot,Faridkot,Nan,0.0,Sheller/ Others,0.0,41.0,256.1951219512195,404.46033300635276
2269,Faridkot,Faridkot,Harkrishan ji rice mill,3000.0,Sheller/ Others,300.0,16.0,4.25,1.3416407864998738
2270,Faridkot,Faridkot,K. r. industry,0.0,Sheller/ Others,0.0,,,
2271,Faridkot,Faridkot,Guru nanak industry,2250.0,Sheller/ Others,225.0,16.0,2.75,1.3416407864998738
2272,Faridkot,Faridkot,Gobind rice industry,0.0,Sheller/ Others,0.0,4.0,5.0,0.0
2273,Faridkot,Faridkot,J. k enterprise,15000.0,Sheller/ Others,1500.0,24.0,5.791666666666667,2.501810938303391
2274,Faridkot,Faridkot,Jan industry,0.0,Sheller/ Others,0.0,4.0,5.0,0.0
2275,Faridkot,Faridkot,Tao agro sales pvt. ltd,15000.0,Sheller/ Others,1500.0,24.0,6.25,2.3078316568852544
2276,Faridkot,Faridkot,Trivani rice industry,90000.0,Sheller/ Others,9000.0,25.0,15.36,13.303758867327685
2277,Faridkot,Faridkot,Durga rice mills,37500.0,Sheller/ Others,3750.0,26.0,16.53846153846154,10.786030851914969
2278,Faridkot,Faridkot,Nan,0.0,Sheller/ Others,0.0,41.0,256.1951219512195,404.46033300635276
2279,Faridkot,Faridkot,Nath krishan kumar rice and janral,5000.0,Sheller/ Others,500.0,,,
2280,Faridkot,Faridkot,Bansal rice mill,3000.0,Sheller/ Others,300.0,25.0,18.48,10.97011090797779
2281,Faridkot,Faridkot,Baba farid rice industry,9000.0,Sheller/ Others,900.0,7.0,5.0,0.0
2282,Faridkot,Faridkot,Best agro products,15000.0,Sheller/ Others,1500.0,24.0,6.375,2.0602342627456967
2283,Faridkot,Faridkot,Maa bhagwati rice industry,15000.0,Sheller/ Others,1500.0,24.0,5.416666666666667,1.6659418713870482
2284,Faridkot,Faridkot,Master ji rice mill,4500.0,Sheller/ Others,450.0,24.0,4.041666666666667,1.9219366742195607
2285,Faridkot,Faridkot,United rice and janral mill,2250.0,Sheller/ Others,225.0,24.0,3.75,1.5108304655560048
2286,Faridkot,Faridkot,Radha krishan rice mill,0.0,Sheller/ Others,0.0,5.0,8.0,6.708203932499369
2287,Faridkot,Faridkot,Ram nath krishan kumar,2250.0,Sheller/ Others,225.0,24.0,3.75,1.5108304655560048
2288,Faridkot,kotkpura,Jiyun wala,67500.0,Sheller/ Others,6750.0,9.0,18.88888888888889,10.833333333333334
2289,Faridkot,kotkpura,Ajmer singh katan and janral mills kotakpura,93000.0,Sheller/ Others,9300.0,25.0,25.2,13.366625103842281
2290,Faridkot,kotkpura,"Ambe mega foods, moga deviwala rode kotakpura",37500.0,Sheller/ Others,3750.0,25.0,10.52,4.9675614406534185
2291,Faridkot,kotkpura,Aasirwad agro industry,37500.0,Sheller/ Others,3750.0,22.0,9.227272727272727,4.810027404949335
2292,Faridkot,kotkpura,Shanti rice mill,23250.0,Sheller/ Others,2325.0,24.0,8.458333333333334,2.4843714394742515
2293,Faridkot,kotkpura,Silver granse pvt. ltd,15000.0,Sheller/ Others,1500.0,25.0,7.88,2.315167380558045
2294,Faridkot,kotkpura,"Shri krishna rice and janral mill deviwala, water workers, rode kotakpura",115500.0,Sheller/ Others,11550.0,26.0,21.192307692307693,12.846849359338593
2295,Faridkot,kotkpura,"Shri bala ji rice mills deviwala, moga rode, kotakpura",26250.0,Sheller/ Others,2625.0,25.0,12.24,7.943970459830944
2296,Faridkot,kotkpura,Shri maha lakshami rice mill kotakpura,19500.0,Sheller/ Others,1950.0,24.0,9.541666666666666,4.763805262572154
2297,Faridkot,kotkpura,"Kawal rice mill, kotakpura",30000.0,Sheller/ Others,3000.0,25.0,9.6,5.07444578254611
2298,Faridkot,kotkpura,Kotakpura foods pvt. ltd. moga rode kotakpura,39750.0,Sheller/ Others,3975.0,25.0,13.88,6.06437685724318
2299,Faridkot,kotkpura,Guru nanak rice mill,66000.0,Sheller/ Others,6600.0,29.0,24.482758620689655,11.636214067836338
2300,Faridkot,kotkpura,Jai ambe agro foods fai. ltd.,18750.0,Sheller/ Others,1875.0,25.0,10.96,8.364010202448743
2301,Faridkot,kotkpura,Jai jagdambe rice mill,72000.0,Sheller/ Others,7200.0,28.0,23.857142857142858,13.882347665995715
2302,Faridkot,kotkpura,T. r agro industry,69000.0,Sheller/ Others,6900.0,27.0,22.296296296296298,8.525142971121522
2303,Faridkot,kotkpura,D. p. mini gram udyog,0.0,Sheller/ Others,0.0,4.0,8.75,2.5
2304,Faridkot,kotkpura,Bhagwati rice and janral mill,31500.0,Sheller/ Others,3150.0,22.0,9.227272727272727,4.128089817473154
2305,Faridkot,kotkpura,Mahavir rice mills,22500.0,Sheller/ Others,2250.0,36.0,10.166666666666666,6.600865744084525
2306,Faridkot,kotkpura,Maa lakshami rice and janral mill buraj harika kotakpura,67500.0,Sheller/ Others,6750.0,23.0,15.217391304347826,7.6155136025635235
2307,Faridkot,kotkpura,Malwa rice mill,30000.0,Sheller/ Others,3000.0,,,
2308,Faridkot,kotkpura,Victoria foods kotakpura,31500.0,Sheller/ Others,3150.0,25.0,11.28,6.261788881781308
2309,Faridkot,jeto,Siria rice and janral mill,18750.0,Sheller/ Others,1875.0,21.0,6.809523809523809,2.204972734957229
2310,Faridkot,jeto,Shiv shanker rice mill,75000.0,Sheller/ Others,7500.0,29.0,34.03448275862069,17.356519480382765
2311,Faridkot,jeto,Hargobind rice mills,150000.0,Sheller/ Others,15000.0,,,
2312,Faridkot,jeto,Krishna rice mill,0.0,Sheller/ Others,0.0,18.0,8.055555555555555,2.6451336499586913
2313,Faridkot,jeto,Garag rice mills,15000.0,Sheller/ Others,1500.0,29.0,28.896551724137932,25.060419600275484
2314,Faridkot,jeto,Guru kirpa rice mill,0.0,Sheller/ Others,0.0,29.0,13.689655172413794,7.924209957357002
2315,Faridkot,jeto,Guru gobind rice and janral mill,0.0,Sheller/ Others,0.0,3.0,10.0,0.0
2316,Faridkot,jeto,Goyal rice mill,225000.0,Sheller/ Others,22500.0,24.0,15.75,12.932096907879348
2317,Faridkot,jeto,Gobindgarh,43560.0,Sheller/ Others,4356.0,29.0,27.689655172413794,11.994354172680763
2318,Faridkot,jeto,Jai. r rice mill,75000.0,Sheller/ Others,7500.0,23.0,13.826086956521738,8.07156723495868
2319,Faridkot,jeto,Jai. b rice mill,37500.0,Sheller/ Others,3750.0,20.0,9.65,4.625728961045235
2320,Faridkot,jeto,Dod rice mill,15000.0,Sheller/ Others,1500.0,12.0,7.75,2.927145677649443
2321,Faridkot,jeto,Dashmesh artia cotton factory,0.0,Sheller/ Others,0.0,3.0,16.666666666666668,5.773502691896257
2322,Faridkot,jeto,Navkar rice mill,0.0,Sheller/ Others,0.0,3.0,8.333333333333334,2.8867513459481287
2323,Faridkot,jeto,New hargobind rice mill,0.0,Sheller/ Others,0.0,3.0,5.0,0.0
2324,Faridkot,jeto,Neel kanth rice mill,0.0,Sheller/ Others,0.0,3.0,5.0,0.0
2325,Faridkot,jeto,Baba kalu nath rice mill,15000.0,Sheller/ Others,1500.0,3.0,6.666666666666667,2.8867513459481287
2326,Faridkot,jeto,Baba farid agro food,7500.0,Sheller/ Others,750.0,2.0,5.0,0.0
2327,Faridkot,jeto,B. k. m india pvt. ltd,0.0,Sheller/ Others,0.0,3.0,15.0,0.0
2328,Faridkot,jeto,B. g m interprise,0.0,Sheller/ Others,0.0,,,
2329,Faridkot,jeto,Barahma rice mill,150000.0,Sheller/ Others,15000.0,27.0,15.222222222222221,11.745157212601198
2330,Faridkot,jeto,Bhai jagta ji rice mill,75000.0,Sheller/ Others,7500.0,9.0,15.666666666666666,9.313968005098578
2331,Faridkot,jeto,Mahadev rice mill,75000.0,Sheller/ Others,7500.0,27.0,23.59259259259259,12.994848858917017
2332,Faridkot,jeto,Mahavir gram udyog smiti rice mill,75000.0,Sheller/ Others,7500.0,12.0,12.5,6.215815605080611
2333,Faridkot,jeto,Mangat rice cotton factory,75000.0,Sheller/ Others,7500.0,13.0,11.153846153846153,7.403221751892369
2334,Faridkot,jeto,Manoj rice mill,75000.0,Sheller/ Others,7500.0,20.0,11.2,5.782004751586462
2335,Faridkot,jeto,Moti rice and janral mill,7500.0,Sheller/ Others,750.0,9.0,5.0,0.0
2336,Faridkot,jeto,Rasmani rice mill,0.0,Sheller/ Others,0.0,3.0,5.0,0.0
2337,Faridkot,jeto,Lakshami cotton factory,75000.0,Sheller/ Others,7500.0,23.0,16.434782608695652,6.4865321100129645
2338,Faridkot,jeto,Vijay rice mills,67500.0,Sheller/ Others,6750.0,19.0,9.368421052631579,5.619514869490163
2339,Faridkot,jeto,Vashno devi rice mill,75000.0,Sheller/ Others,7500.0,22.0,13.272727272727273,8.401710813206115
2340,Faridkot,Sadik,Sonrice oversis,52500.0,Sheller/ Others,5250.0,23.0,14.478260869565217,7.216581696579013
2341,Faridkot,Sadik,Guru nanak industry,5000.0,Sheller/ Others,500.0,16.0,2.75,1.3416407864998738
2342,Faridkot,Sadik,Dod pind,45000.0,Sheller/ Others,4500.0,21.0,15.0,5.449770637375485
2343,Ferozpur,Ferozpur Sehar,Arora rice mill,75000.0,Sheller/ Others,7500.0,10.0,23.0,13.165611772087667
2344,Ferozpur,Ferozpur Sehar,Radhe sham and sons,7500.0,Sheller/ Others,750.0,19.0,4.368421052631579,0.4955946277833521
2345,Ferozpur,Ferozpur cantt,M.r. m.c export,93750.0,Sheller/ Others,9375.0,7.0,23.571428571428573,15.735915849388864
2346,Ferozpur,Ferozpur cantt,A. s brar rice mill,150000.0,Sheller/ Others,15000.0,12.0,15.583333333333334,9.624385064968456
2347,Ferozpur,Ferozpur cantt,Sachdeva rice mill,22500.0,Sheller/ Others,2250.0,5.0,9.0,2.23606797749979
2348,Ferozpur,Ferozpur cantt,Chabila food,18750.0,Sheller/ Others,1875.0,8.0,9.375,1.7677669529663689
2349,Ferozpur,Ferozpur cantt,New tack agro pvt. ltd,75000.0,Sheller/ Others,7500.0,7.0,20.714285714285715,11.338934190276817
2350,Ferozpur,Ferozpur cantt,Firozepur food pvt. ltd,75000.0,Sheller/ Others,7500.0,7.0,17.857142857142858,8.09173593712687
2351,Ferozpur,Ferozpur cantt,Brar agro food pvt. ltd,18750.0,Sheller/ Others,1875.0,14.0,8.785714285714286,1.4769288003552106
2352,Ferozpur,Ferozpur cantt,Maha lakshmi,37500.0,Sheller/ Others,3750.0,4.0,8.75,2.5
2353,Ferozpur,Ferozpur cantt,Moga food pvt. industry,127500.0,Sheller/ Others,12750.0,7.0,12.142857142857142,8.09173593712687
2354,Ferozpur,Ferozpur cantt,V.b food,15000.0,Sheller/ Others,1500.0,6.0,9.166666666666666,2.041241452319315
2355,Ferozpur,Talwandi Bhai,Awan agro,22500.0,Sheller/ Others,2250.0,27.0,9.074074074074074,1.9985749909127735
2356,Ferozpur,Talwandi Bhai,Sarswati rice mill,18750.0,Sheller/ Others,1875.0,32.0,12.875,6.434533845310911
2357,Ferozpur,Talwandi Bhai,Sah rice mill,15000.0,Sheller/ Others,1500.0,25.0,6.56,2.0631690833925043
2358,Ferozpur,Talwandi Bhai,Sethi rice mill,3750.0,Sheller/ Others,375.0,25.0,4.24,2.905167809266789
2359,Ferozpur,Talwandi Bhai,Khurana rice mill,15000.0,Sheller/ Others,1500.0,24.0,6.416666666666667,1.9763089590064793
2360,Ferozpur,Talwandi Bhai,Guru teg bahadur rice mill,18750.0,Sheller/ Others,1875.0,25.0,7.24,2.06720423116182
2361,Ferozpur,Talwandi Bhai,Jai abhe rice mill,15000.0,Sheller/ Others,1500.0,24.0,6.333333333333333,2.035909510816206
2362,Ferozpur,Talwandi Bhai,T. s sagha rice mill,18750.0,Sheller/ Others,1875.0,25.0,6.88,2.1855586623714007
2363,Ferozpur,Talwandi Bhai,Dashmesh agro industry,18750.0,Sheller/ Others,1875.0,26.0,6.961538461538462,2.10676565817405
2364,Ferozpur,Talwandi Bhai,Nar singh rice mill,15000.0,Sheller/ Others,1500.0,25.0,6.48,2.12367605815953
2365,Ferozpur,Talwandi Bhai,Prem singh rice traders,15000.0,Sheller/ Others,1500.0,25.0,6.28,2.01080415091409
2366,Ferozpur,Talwandi Bhai,Rama rice mill,15000.0,Sheller/ Others,1500.0,27.0,11.222222222222221,4.245661435588219
2367,Ferozpur,Guru Har Sahai,A. v industry,37500.0,Sheller/ Others,3750.0,15.0,12.733333333333333,7.23549452023709
2368,Ferozpur,Guru Har Sahai,Sham lal and brothers,22500.0,Sheller/ Others,2250.0,20.0,10.0,0.0
2369,Ferozpur,Guru Har Sahai,Shiv shanker rice mill,30000.0,Sheller/ Others,3000.0,29.0,34.03448275862069,17.356519480382765
2370,Ferozpur,Guru Har Sahai,Shiv bhole food pvt. ltd,11250.0,Sheller/ Others,1125.0,21.0,5.0476190476190474,0.7400128699009546
2371,Ferozpur,Guru Har Sahai,Siya ram rice and janral mill,18750.0,Sheller/ Others,1875.0,,,
2372,Ferozpur,Guru Har Sahai,Kapoor agro food,7500.0,Sheller/ Others,750.0,,,
2373,Ferozpur,Guru Har Sahai,Kisan rice mill,33750.0,Sheller/ Others,3375.0,28.0,31.571428571428573,9.651054716602594
2374,Ferozpur,Guru Har Sahai,Ganpati food,15000.0,Sheller/ Others,1500.0,,,
2375,Ferozpur,Guru Har Sahai,Guru nanak agro product,45000.0,Sheller/ Others,4500.0,24.0,12.791666666666666,5.073196116904975
2376,Ferozpur,Guru Har Sahai,Jai jagdambe rice mill,15000.0,Sheller/ Others,1500.0,28.0,23.857142857142858,13.882347665995715
2377,Ferozpur,Guru Har Sahai,Jai bharat rice mill,7500.0,Sheller/ Others,750.0,24.0,5.166666666666667,3.198731632689903
2378,Ferozpur,Guru Har Sahai,Parsotam lal and company,40000.0,Sheller/ Others,4000.0,20.0,11.2,4.162489133856529
2379,Ferozpur,Guru Har Sahai,Brar rice mill,30000.0,Sheller/ Others,3000.0,21.0,13.285714285714286,2.4928469095164494
2380,Ferozpur,Guru Har Sahai,Maa chintpurni rice mills,15000.0,Sheller/ Others,1500.0,,,
2381,Ferozpur,Guru Har Sahai,Raja food,37500.0,Sheller/ Others,3750.0,17.0,13.588235294117647,5.409006650132395
2382,Ferozpur,Guru Har Sahai,Vashno rice mill,11250.0,Sheller/ Others,1125.0,19.0,5.2631578947368425,0.7334928056269077
2383,Ferozpur,Guru Har Sahai,Vohra agro pvt. ltd,30000.0,Sheller/ Others,3000.0,18.0,11.0,3.8805700005813275
2384,Ferozpur,Guru Har Sahai,Vohra training company,30000.0,Sheller/ Others,3000.0,19.0,10.894736842105264,3.4463303646714056
2385,Ferozpur,Jira,Anil narula rice mill,33750.0,Sheller/ Others,3375.0,20.0,8.85,2.0844032340469214
2386,Ferozpur,Jira,Aatma rice and flor mill,48000.0,Sheller/ Others,4800.0,24.0,10.375,3.0189618140649954
2387,Ferozpur,Jira,Shanker rice mill,15000.0,Sheller/ Others,1500.0,16.0,7.375,2.4186773244895647
2388,Ferozpur,Jira,Sardar rice mill,7500.0,Sheller/ Others,750.0,22.0,5.7727272727272725,2.3890986182642617
2389,Ferozpur,Jira,Shiv shakti rice mill,7500.0,Sheller/ Others,750.0,28.0,9.892857142857142,7.91781528843651
2390,Ferozpur,Jira,Shri krishna rice mill,7500.0,Sheller/ Others,750.0,21.0,6.571428571428571,2.6376396374681015
2391,Ferozpur,Jira,Shri mahavir rice mill,18750.0,Sheller/ Others,1875.0,33.0,9.484848484848484,2.7739999563042104
2392,Ferozpur,Jira,Shri vardhman rice mill,120000.0,Sheller/ Others,12000.0,22.0,13.272727272727273,5.044391682441744
2393,Ferozpur,Jira,Guru kirpa rice mill,15000.0,Sheller/ Others,1500.0,29.0,13.689655172413794,7.924209957357002
2394,Ferozpur,Jira,Gurudita mal shanti prakash jira,15000.0,Sheller/ Others,1500.0,,,
2395,Ferozpur,Jira,Gurudita mal shanti prakash mansordeva,15000.0,Sheller/ Others,1500.0,14.0,6.142857142857143,1.7478401113789142
2396,Ferozpur,Jira,Golden rice mill,18750.0,Sheller/ Others,1875.0,26.0,7.6923076923076925,2.8251616699825273
2397,Ferozpur,Jira,Tata rice mill,156750.0,Sheller/ Others,15675.0,24.0,20.833333333333332,10.119574946678803
2398,Ferozpur,Jira,T.c rice and janral mill,67500.0,Sheller/ Others,6750.0,22.0,13.909090909090908,5.5712620687740975
2399,Ferozpur,Jira,Narbahart trading company,39000.0,Sheller/ Others,3900.0,18.0,7.666666666666667,2.3763541031440183
2400,Ferozpur,Jira,Punjab rice and janral mill,22500.0,Sheller/ Others,2250.0,20.0,9.65,1.1821033884786183
2401,Ferozpur,Jira,Pars food and rice mill,22500.0,Sheller/ Others,2250.0,23.0,9.130434782608695,1.9377669394079489
2402,Ferozpur,Jira,Pritam rice mill,46500.0,Sheller/ Others,4650.0,21.0,9.476190476190476,2.293884208478005
2403,Ferozpur,Jira,Friends rice and janral mill,45000.0,Sheller/ Others,4500.0,15.0,6.066666666666666,1.709915063331955
2404,Ferozpur,Makhu,Shiv shanker rice mill,37500.0,Sheller/ Others,3750.0,29.0,34.03448275862069,17.356519480382765
2405,Ferozpur,Makhu,Chodhary agro industry,26250.0,Sheller/ Others,2625.0,19.0,9.210526315789474,3.010702158198336
2406,Ferozpur,Makhu,Chodhary rice mill,15000.0,Sheller/ Others,1500.0,1.0,10.0,
2407,Ferozpur,Mamdod,"Guru hargobind rice mill, husain shah wala, mamdot",75000.0,Sheller/ Others,7500.0,,,
2408,Ferozpur,Malewala,Guru nanak rice mill,60000.0,Sheller/ Others,6000.0,29.0,24.482758620689655,11.636214067836338
2409,Ferozpur,Malewala,B. g.rice mill,60000.0,Sheller/ Others,6000.0,7.0,12.142857142857142,9.063269671749659
2410,Ferozpur,Malewala,"Mahadev industry, malawala",60000.0,Sheller/ Others,6000.0,7.0,12.142857142857142,9.063269671749659
2411,Ferozpur,Malewala,Lakshmi rice mill,0.0,Sheller/ Others,0.0,28.0,22.285714285714285,14.56494305301487
2412,Fazilka,Fazilka,Shah ji rice,5000.0,Sheller/ Others,500.0,9.0,5.0,0.0
2413,Fazilka,Fazilka,K. b. rice mill,18750.0,Sheller/ Others,1875.0,25.0,7.96,2.6217042802980908
2414,Fazilka,Fazilka,Baba bhuman shah ji industry,15000.0,Sheller/ Others,1500.0,23.0,7.695652173913044,2.819329104732278
2415,Fazilka,Fazilka,Baba bhuman shah ji rice mill,18750.0,Sheller/ Others,1875.0,22.0,7.818181818181818,2.8222983480433044
2416,Fazilka,Fazilka,Bihani agro pvt. ltd,18750.0,Sheller/ Others,1875.0,22.0,7.2727272727272725,2.914362107478495
2417,Fazilka,Fazilka,Mill ladhuka,5000.0,Sheller/ Others,500.0,9.0,5.0,0.0
2418,Fazilka,Fazilka,M. s.k agro fazilka,22500.0,Sheller/ Others,2250.0,22.0,7.2272727272727275,2.7417724225974736
2419,Fazilka,Abohar,F.c.i,5000.0,Sheller/ Others,500.0,7.0,5.714285714285714,1.889822365046136
2420,Fazilka,Abohar,Punjab state warehouse,5000.0,Sheller/ Others,500.0,7.0,5.0,0.0
2421,Fazilka,Abohar,Punsup,5000.0,Sheller/ Others,500.0,7.0,5.0,0.0
2422,Fazilka,Abohar,Pungrane,5000.0,Sheller/ Others,500.0,7.0,5.0,0.0
2423,Fazilka,Abohar,Flor mill (pvt.),5000.0,Sheller/ Others,500.0,1.0,5.0,
2424,Fazilka,Abohar,Markfed,5000.0,Sheller/ Others,500.0,7.0,5.0,0.0
2425,Fazilka,Jalalabad,R.l. industry,22500.0,Sheller/ Others,2250.0,22.0,8.045454545454545,2.458750606599731
